"BOROUGH","DEVELOPMENT NAME","ADDRESS","STATUS","SPONSOR","POSTCODE","TYPE","Latitude","Longitude","Community Board","Community Council ","Census Tract","BIN","BBL","NTA"
"Bronx","Morissania Air Rights","3131 Park Avenue","NYCHA HOLD","NYCHA","10451","Vacant","40.824068","-73.917291","4","16","173","2,100,990","2,024,209,078","East Concourse-Concourse Village                                           "
"Manhattan","Smith","60 Catherine Street","Occupied","Hamilton-Madison House, Inc.","10038","Child Care - Early Learn","40.711566","-73.99684","3","1","25","1,077,421","1,001,110,100","Chinatown                                                                  "
"Bronx","Parkside","644 Adee Avenue","Occupied","Presbyterian Senior Services","10467","Senior Center","40.86967","-73.869106","11","15","336","2,101,742","2,045,420,100","Bronxdale                                                                  "
"Bronx","Throggs Neck Addition","550 Balcom Avenue","Occupied","Kips Bay Boys & Girls Club/Dept for the Aging","10465","Community Center","40.820911","-73.825943","10","13","144","2,091,470","2,055,640,001","Schuylerville-Throgs Neck-Edgewater Park                                   "
"Bronx","Union Avenue","950 Union Avenue","Occupied","Presbyterian Senior Services","10459","Senior Center","40.822812","-73.901821","3","17","12,901","2,005,015","2,026,780,001","Longwood                                                                   "
"Bronx","Forest","955 Tinton Avenue","Occupied","Southeast Bronx Neighborhood Centers","10456","Community Center","40.823096","-73.902991","3","16","133","2,091,964","2,026,390,001","Morrisania-Melrose                                                         "
"Brooklyn","Cooper Park","292 Frost Street","Occupied","Sheltering Arms Chidren and Family Services, Inc.","11222","Child Care - Early Learn","40.718895","-73.939633","1","34","449","3,327,829","3,028,670,001","East Williamsburg                                                          "
"Manhattan","Seward Park Extension","60 Essex Street","Occupied","Grand Street Settlement, Inc.","10002","Child Care - Early Learn","40.717011","-73.988987","3","1","18","1,083,429","1,003,510,001","Chinatown                                                                  "
"Manhattan","Rutgers","200 Madison Street","Occupied","YMCA of Greater New York ","10002","Community Center","40.712608","-73.990358","3","1","6","1,077,512","1,002,550,001","Lower East Side                                                            "
"Manhattan","Gompers","80 Pitt Street","Occupied","Grand Street Settlement, Inc.","10002","Child Care ","40.718328","-73.98245","3","2","2,201","1,084,357","1,003,380,001","Lower East Side                                                            "
"Manhattan","Polo Grounds Towers","2965 Eighth Avenue","Occupied","Church on the Hill","10039","Senior Center","40.830242","-73.9365","10","9","24,302","1,084,520","1,021,060,003","Central Harlem North-Polo Grounds                                          "
"Queens","FOREST HILLS COOP (108TH STREET-62ND DRIVE)","110-01 62nd Drive","Occupied","Queens Community House, Inc.","11375","Child Care ","40.736372","-73.848731","6","29","745","4,000,000","4,021,620,176","Forest Hills                                                               "
"Queens","Pomonok","67-09 Kissena Blvd","Occupied","Queens Community House, Inc.","11367","Senior Center","40.735033","-73.814726","8","24","122,702","4,455,430","4,067,920,030","Pomonok-Flushing Heights-Hillcrest                                         "
"Queens","FOREST HILLS COOP (108TH STREET-62ND DRIVE)","108-25 62nd Drive","Occupied","Queens Community House, Inc.","11375","Community Center","40.73591","-73.850212","6","29","745","4,432,108","4,021,590,002","Forest Hills                                                               "
"Manhattan","Harlem River","207 West 151 Street","NYCHA HOLD","NYCHA","10030","Vacant","40.82554","-73.936544","10","9","236","1,084,155","1,020,370,011","Central Harlem North-Polo Grounds                                          "
"Manhattan","Lavanburg","126-142 Baruch Place","Occupied","Henry Street Settlement, Inc.","10002","Other - Family / Urban Family Ctr","40.7182","-73.976826","3","2","1,002","1,077,594","1,003,250,001","Lower East Side                                                            "
